,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_djf,tas_djf_unit,tas_mam,tas_mam_unit,tas_jja,tas_jja_unit,tas_son,tas_son_unit,tmax_mam,tmax_mam_un,tmax_jja,tmax_jja_un,tmax_son,tmax_son_un,tmax_djf,tmax_djf_un,tmin_mam,tmin_mam_un,tmin_jja,tmin_jja_un,tmin_son,tmin_son_un,tmin_djf,tmin_djf_un,,pr_djf,pr_djf_unit,pr_mam,pr_mam_unit,pr_jja,pr_jja_unit,pr_son,pr_son_unit
"Shrestha et al., 2012",163,Pacific,16311,16311,163.03,2050s,NA,NA,16311.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16312,16312,163.03,2050s,NA,NA,16312.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16313,16313,163.03,2050s,NA,NA,16313.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16314,16314,163.03,2050s,NA,NA,16314.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2014",164,Great Slave Lake,16401,16401,164.02,2041,2070,NA,16401.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2014",164,Great Slave Lake,16401,16401,164.03,2041,2070,NA,16401.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670199,167.01,1986,2004,1670199,16701.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670198,167.02,1986,2004,1670198,16701.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670199,167.03,2045,2055,NA,16701.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670198,167.04,2045,2055,NA,16701.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670199,167.05,2085,2095,NA,16701.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670198,167.06,2085,2095,NA,16701.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulis et al., 2012",169,St. Lawrence,16901,16901,169.01,2041,2065,NA,16901.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.01,1986,2000,17401,17401.01,,,-9.9,C,6,C,3.4,C,17.1,C,,,,,,,,,,,,,,,,,,297,mm,262.8,mm,362.8,mm,307,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.02,2053,2067,NA,17401.02,,,-6.2,C,8,C,5.7,C,19.8,C,,,,,,,,,,,,,,,,,,372.9,mm,292.9,mm,391.4,mm,346.4,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.03,2053,2067,NA,17401.03,,,-7.3,C,8.8,C,6.1,C,19.4,C,,,,,,,,,,,,,,,,,,408,mm,325,mm,395.6,mm,353.4,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.04,2053,2067,NA,17401.04,,,-5.8,C,8.6,C,5.2,C,19.6,C,,,,,,,,,,,,,,,,,,441.1,mm,326.1,mm,430.9,mm,357.7,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.05,2053,2067,NA,17401.05,,,-6.2,C,7.9,C,5.2,C,20,C,,,,,,,,,,,,,,,,,,414.7,mm,321.6,mm,516.1,mm,435.6,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.06,2053,2067,NA,17401.06,,,-7.1,C,8.2,C,6.3,C,20.1,C,,,,,,,,,,,,,,,,,,392.5,mm,309.3,mm,417.7,mm,401.7,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.07,2053,2067,NA,17401.07,,,-6.7,C,7.8,C,5.1,C,19.6,C,,,,,,,,,,,,,,,,,,375.9,mm,288.7,mm,474.7,mm,400.2,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.08,2053,2067,NA,17401.08,,,-5.9,C,8.6,C,5.6,C,19.8,C,,,,,,,,,,,,,,,,,,358.8,mm,316.2,mm,414.7,mm,359.7,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.09,2053,2067,NA,17401.09,,,-6.8,C,8.5,C,6.1,C,19.5,C,,,,,,,,,,,,,,,,,,346.1,mm,353.5,mm,440.2,mm,378.8,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.1,2053,2067,NA,17401.1,,,-7.5,C,7.8,C,6.1,C,19.4,C,,,,,,,,,,,,,,,,,,351.9,mm,327.6,mm,397.2,mm,340.3,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.11,2053,2067,NA,17401.11,,,-6.3,C,7.9,C,5,C,19.9,C,,,,,,,,,,,,,,,,,,359,mm,277.8,mm,429,mm,316,mm
"Tang, 2017",174,St. Lawrence,17401,17401,174.12,2053,2067,NA,17401.12,,,-7.5,C,7.5,C,5.1,C,19.2,C,,,,,,,,,,,,,,,,,,368.9,mm,339.9,mm,415.6,mm,381.4,mm
"Thorne, 2011",177,Arctic,17701,17701,177.01,Not clear,NA,NA,17701.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.02,Not clear,NA,NA,17701.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.03,Not clear,NA,NA,17701.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.04,Not clear,NA,NA,17701.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.05,Not clear,NA,NA,17701.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.06,Not clear,NA,NA,17701.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.07,Not clear,NA,NA,17701.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.08,Not clear,NA,NA,17701.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.09,Not clear,NA,NA,17701.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.1,Not clear,NA,NA,17701.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.11,Not clear,NA,NA,17701.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.12,Not clear,NA,NA,17701.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorne, 2011",177,Arctic,17701,17701,177.13,Not clear,NA,NA,17701.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troin et al., 2018",182,St. Lawrence,18201,18201,182.01,2041,2060,NA,18201.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troin et al., 2018",182,Northern Québec and Labrador,18202,18202,182.01,2041,2060,NA,18202.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Werner et al., 2013",192,Pacific,19201,19201,192,1961,1990,19201,19201,,Values repeated for all locations.,-8.6,C,1.2,C,12,C,1.9,C,,,,,,,,,,,,,,,,,,351,mm,204,mm,218,mm,261,mm
"Werner et al., 2013",192,Pacific,19201,19201,192.01,2071,2100,NA,19201.01,,,-4.3,C,4.7,C,17.7,C,6,C,,,,,,,,,,,,,,,,,,437,mm,253,mm,180,mm,318,mm
"Werner et al., 2013",192,Pacific,19201,19201,192.02,2071,2100,NA,19201.02,,,-5,C,4.4,C,16.9,C,5.6,C,,,,,,,,,,,,,,,,,,413,mm,245,mm,187,mm,317,mm
"Werner et al., 2013",192,Pacific,19201,19201,192.03,2071,2100,NA,19201.03,,,-5.9,C,3.7,C,15.2,C,4.4,C,,,,,,,,,,,,,,,,,,403,mm,233,mm,201,mm,305,mm
"Werner et al., 2013",192,Pacific,19202,19202,192,1961,1990,19202,19202,,,-8.6,C,1.2,C,12,C,1.9,C,,,,,,,,,,,,,,,,,,351,mm,204,mm,218,mm,261,mm
"Werner et al., 2013",192,Pacific,19202,19202,192.01,2071,2100,NA,19202.01,,,-4.3,C,4.7,C,17.7,C,6,C,,,,,,,,,,,,,,,,,,437,mm,253,mm,180,mm,318,mm
"Werner et al., 2013",192,Pacific,19202,19202,192.02,2071,2100,NA,19202.02,,,-5,C,4.4,C,16.9,C,5.6,C,,,,,,,,,,,,,,,,,,413,mm,245,mm,187,mm,317,mm
"Werner et al., 2013",192,Pacific,19202,19202,192.03,2071,2100,NA,19202.03,,,-5.9,C,3.7,C,15.2,C,4.4,C,,,,,,,,,,,,,,,,,,403,mm,233,mm,201,mm,305,mm
"Werner et al., 2013",192,Pacific,19203,19203,192,1961,1990,19203,19203,,,-8.6,C,1.2,C,12,C,1.9,C,,,,,,,,,,,,,,,,,,351,mm,204,mm,218,mm,261,mm
"Werner et al., 2013",192,Pacific,19203,19203,192.01,2071,2100,NA,19203.01,,,-4.3,C,4.7,C,17.7,C,6,C,,,,,,,,,,,,,,,,,,437,mm,253,mm,180,mm,318,mm
"Werner et al., 2013",192,Pacific,19203,19203,192.02,2071,2100,NA,19203.02,,,-5,C,4.4,C,16.9,C,5.6,C,,,,,,,,,,,,,,,,,,413,mm,245,mm,187,mm,317,mm
"Werner et al., 2013",192,Pacific,19203,19203,192.03,2071,2100,NA,19203.03,,,-5.9,C,3.7,C,15.2,C,4.4,C,,,,,,,,,,,,,,,,,,403,mm,233,mm,201,mm,305,mm
"Werner et al., 2013",192,Pacific,19204,19204,192,1961,1990,19204,19204,,,-8.6,C,1.2,C,12,C,1.9,C,,,,,,,,,,,,,,,,,,351,mm,204,mm,218,mm,261,mm
"Werner et al., 2013",192,Pacific,19204,19204,192.01,2071,2100,NA,19204.01,,,-4.3,C,4.7,C,17.7,C,6,C,,,,,,,,,,,,,,,,,,437,mm,253,mm,180,mm,318,mm
"Werner et al., 2013",192,Pacific,19204,19204,192.02,2071,2100,NA,19204.02,,,-5,C,4.4,C,16.9,C,5.6,C,,,,,,,,,,,,,,,,,,413,mm,245,mm,187,mm,317,mm
"Werner et al., 2013",192,Pacific,19204,19204,192.03,2071,2100,NA,19204.03,,,-5.9,C,3.7,C,15.2,C,4.4,C,,,,,,,,,,,,,,,,,,403,mm,233,mm,201,mm,305,mm
"Yao et al., 2009",198,St. Lawrence,19801,19801,198.01,2050,2060,NA,19801.01,,Values repeated for all locations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yao et al., 2009",198,St. Lawrence,19802,19802,198.01,2050,2060,NA,19802.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.01,2043,2053,NA,19901.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.02,2043,2053,NA,19901.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.03,2083,2093,NA,19901.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.04,2083,2093,NA,19901.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.01,2043,2053,NA,19902.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.02,2043,2053,NA,19902.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.03,2083,2093,NA,19902.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.04,2083,2093,NA,19902.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.01,2043,2053,NA,19903.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.02,2043,2053,NA,19903.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.03,2083,2093,NA,19903.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.04,2083,2093,NA,19903.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.01,2043,2053,NA,19904.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.02,2043,2053,NA,19904.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.03,2083,2093,NA,19904.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.04,2083,2093,NA,19904.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.001,2065,2097,NA,20001.001,,Different methods represent different models (30/hmod); cvar repeated for each hmod,4.5,deltaC,1.1,deltaC,1.5,deltaC,1.7,deltaC,,,,,,,,,,,,,,,,,,9.7,%,2.7,%,0.9,%,0.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.002,2065,2097,NA,20001.002,,,5,deltaC,2.4,deltaC,2.1,deltaC,2.5,deltaC,,,,,,,,,,,,,,,,,,23.9,%,18.2,%,-2,%,6.2,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.003,2065,2097,NA,20001.003,,,4.4,deltaC,0.5,deltaC,1.9,deltaC,2.1,deltaC,,,,,,,,,,,,,,,,,,2.7,%,10.4,%,-4,%,-0.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.004,2065,2097,NA,20001.004,,,4.6,deltaC,1.7,deltaC,2.2,deltaC,2.4,deltaC,,,,,,,,,,,,,,,,,,7.5,%,-1.3,%,-8,%,-4.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.005,2065,2097,NA,20001.005,,,6.9,deltaC,4.7,deltaC,3.5,deltaC,2.9,deltaC,,,,,,,,,,,,,,,,,,-1.4,%,18.2,%,-4.9,%,5.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.006,2065,2097,NA,20001.006,,,6.4,deltaC,3.3,deltaC,2,deltaC,3.3,deltaC,,,,,,,,,,,,,,,,,,5.1,%,-3.5,%,6.8,%,-3.9,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.007,2065,2097,NA,20001.007,,,7.1,deltaC,4.1,deltaC,4.1,deltaC,5.1,deltaC,,,,,,,,,,,,,,,,,,21,%,-3.9,%,-0.8,%,8.3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.008,2065,2097,NA,20001.008,,,5.2,deltaC,3.9,deltaC,4.3,deltaC,3.2,deltaC,,,,,,,,,,,,,,,,,,22.3,%,17,%,11.3,%,2.3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.009,2065,2097,NA,20001.009,,,4.6,deltaC,3.3,deltaC,2.2,deltaC,2.4,deltaC,,,,,,,,,,,,,,,,,,14,%,13.1,%,3.7,%,18.3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.01,2065,2097,NA,20001.01,,,5.3,deltaC,3.1,deltaC,2.3,deltaC,2.9,deltaC,,,,,,,,,,,,,,,,,,13.7,%,10,%,0.1,%,2.8,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.011,2065,2097,NA,20001.011,,,5.3,deltaC,1.8,deltaC,2.2,deltaC,2.4,deltaC,,,,,,,,,,,,,,,,,,9.7,%,2.7,%,0.9,%,0.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.012,2065,2097,NA,20001.012,,,6,deltaC,3.4,deltaC,3.2,deltaC,3.5,deltaC,,,,,,,,,,,,,,,,,,26.8,%,21.2,%,-1.7,%,9.8,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.013,2065,2097,NA,20001.013,,,5.3,deltaC,1.4,deltaC,2.8,deltaC,2.9,deltaC,,,,,,,,,,,,,,,,,,4.7,%,12.1,%,-3.2,%,1.7,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.014,2065,2097,NA,20001.014,,,5.4,deltaC,2.5,deltaC,3,deltaC,3.1,deltaC,,,,,,,,,,,,,,,,,,10.5,%,2.1,%,-7,%,-3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.015,2065,2097,NA,20001.015,,,7.9,deltaC,5.7,deltaC,4.6,deltaC,4,deltaC,,,,,,,,,,,,,,,,,,-1.4,%,18.2,%,-3.4,%,5.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.016,2065,2097,NA,20001.016,,,7.4,deltaC,4.3,deltaC,3,deltaC,4.3,deltaC,,,,,,,,,,,,,,,,,,7,%,-1.5,%,8.6,%,-2.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.017,2065,2097,NA,20001.017,,,8.2,deltaC,5.2,deltaC,5.3,deltaC,6.3,deltaC,,,,,,,,,,,,,,,,,,21.3,%,-3.6,%,-0.4,%,8.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.018,2065,2097,NA,20001.018,,,6.2,deltaC,4.9,deltaC,5.3,deltaC,4.3,deltaC,,,,,,,,,,,,,,,,,,22.4,%,17.1,%,11.4,%,2.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.019,2065,2097,NA,20001.019,,,5.3,deltaC,4,deltaC,2.9,deltaC,3.2,deltaC,,,,,,,,,,,,,,,,,,15.4,%,14.5,%,5.2,%,19.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.02,2065,2097,NA,20001.02,,,6.3,deltaC,4.2,deltaC,3.4,deltaC,3.9,deltaC,,,,,,,,,,,,,,,,,,15,%,11.5,%,1.7,%,4.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.021,2065,2097,NA,20001.021,,,5.8,deltaC,2.4,deltaC,2.8,deltaC,3,deltaC,,,,,,,,,,,,,,,,,,9.8,%,2.8,%,1,%,0.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.022,2065,2097,NA,20001.022,,,6.8,deltaC,4.2,deltaC,4,deltaC,4.3,deltaC,,,,,,,,,,,,,,,,,,28.9,%,23.5,%,-1.3,%,12.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.023,2065,2097,NA,20001.023,,,6,deltaC,2.1,deltaC,3.5,deltaC,3.6,deltaC,,,,,,,,,,,,,,,,,,6.2,%,13.7,%,-2.4,%,3.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.024,2065,2097,NA,20001.024,,,6,deltaC,3.1,deltaC,3.6,deltaC,3.7,deltaC,,,,,,,,,,,,,,,,,,15.7,%,4.6,%,-5.8,%,-1.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.025,2065,2097,NA,20001.025,,,8.8,deltaC,6.6,deltaC,5.4,deltaC,4.8,deltaC,,,,,,,,,,,,,,,,,,-1.4,%,18.2,%,-1.8,%,5.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.026,2065,2097,NA,20001.026,,,8.2,deltaC,5.1,deltaC,3.8,deltaC,5.1,deltaC,,,,,,,,,,,,,,,,,,8.4,%,0.1,%,10,%,-1,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.027,2065,2097,NA,20001.027,,,9.2,deltaC,6.2,deltaC,6.2,deltaC,7.2,deltaC,,,,,,,,,,,,,,,,,,21.5,%,-3.3,%,-0.2,%,8.9,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.028,2065,2097,NA,20001.028,,,7.1,deltaC,5.7,deltaC,6.3,deltaC,5.1,deltaC,,,,,,,,,,,,,,,,,,22.5,%,17.1,%,11.5,%,2.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.029,2065,2097,NA,20001.029,,,5.9,deltaC,4.6,deltaC,3.5,deltaC,3.8,deltaC,,,,,,,,,,,,,,,,,,16.4,%,15.6,%,6.4,%,20.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.03,2065,2097,NA,20001.03,,,7.1,deltaC,5,deltaC,4.2,deltaC,4.7,deltaC,,,,,,,,,,,,,,,,,,16.2,%,12.7,%,3.1,%,5.8,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.031,2065,2097,NA,20001.031,,,4.5,deltaC,1.1,deltaC,1.5,deltaC,1.7,deltaC,,,,,,,,,,,,,,,,,,9.7,%,2.7,%,0.9,%,0.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.032,2065,2097,NA,20001.032,,,5,deltaC,2.4,deltaC,2.1,deltaC,2.5,deltaC,,,,,,,,,,,,,,,,,,23.9,%,18.2,%,-2,%,6.2,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.033,2065,2097,NA,20001.033,,,4.4,deltaC,0.5,deltaC,1.9,deltaC,2.1,deltaC,,,,,,,,,,,,,,,,,,2.7,%,10.4,%,-4,%,-0.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.034,2065,2097,NA,20001.034,,,4.6,deltaC,1.7,deltaC,2.2,deltaC,2.4,deltaC,,,,,,,,,,,,,,,,,,7.5,%,-1.3,%,-8,%,-4.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.035,2065,2097,NA,20001.035,,,6.9,deltaC,4.7,deltaC,3.5,deltaC,2.9,deltaC,,,,,,,,,,,,,,,,,,-1.4,%,18.2,%,-4.9,%,5.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.036,2065,2097,NA,20001.036,,,6.4,deltaC,3.3,deltaC,2,deltaC,3.3,deltaC,,,,,,,,,,,,,,,,,,5.1,%,-3.5,%,6.8,%,-3.9,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.037,2065,2097,NA,20001.037,,,7.1,deltaC,4.1,deltaC,4.1,deltaC,5.1,deltaC,,,,,,,,,,,,,,,,,,21,%,-3.9,%,-0.8,%,8.3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.038,2065,2097,NA,20001.038,,,5.2,deltaC,3.9,deltaC,4.3,deltaC,3.2,deltaC,,,,,,,,,,,,,,,,,,22.3,%,17,%,11.3,%,2.3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.039,2065,2097,NA,20001.039,,,4.6,deltaC,3.3,deltaC,2.2,deltaC,2.4,deltaC,,,,,,,,,,,,,,,,,,14,%,13.1,%,3.7,%,18.3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.04,2065,2097,NA,20001.04,,,5.3,deltaC,3.1,deltaC,2.3,deltaC,2.9,deltaC,,,,,,,,,,,,,,,,,,13.7,%,10,%,0.1,%,2.8,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.041,2065,2097,NA,20001.041,,,5.3,deltaC,1.8,deltaC,2.2,deltaC,2.4,deltaC,,,,,,,,,,,,,,,,,,9.7,%,2.7,%,0.9,%,0.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.042,2065,2097,NA,20001.042,,,6,deltaC,3.4,deltaC,3.2,deltaC,3.5,deltaC,,,,,,,,,,,,,,,,,,26.8,%,21.2,%,-1.7,%,9.8,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.043,2065,2097,NA,20001.043,,,5.3,deltaC,1.4,deltaC,2.8,deltaC,2.9,deltaC,,,,,,,,,,,,,,,,,,4.7,%,12.1,%,-3.2,%,1.7,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.044,2065,2097,NA,20001.044,,,5.4,deltaC,2.5,deltaC,3,deltaC,3.1,deltaC,,,,,,,,,,,,,,,,,,10.5,%,2.1,%,-7,%,-3,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.045,2065,2097,NA,20001.045,,,7.9,deltaC,5.7,deltaC,4.6,deltaC,4,deltaC,,,,,,,,,,,,,,,,,,-1.4,%,18.2,%,-3.4,%,5.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.046,2065,2097,NA,20001.046,,,7.4,deltaC,4.3,deltaC,3,deltaC,4.3,deltaC,,,,,,,,,,,,,,,,,,7,%,-1.5,%,8.6,%,-2.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.047,2065,2097,NA,20001.047,,,8.2,deltaC,5.2,deltaC,5.3,deltaC,6.3,deltaC,,,,,,,,,,,,,,,,,,21.3,%,-3.6,%,-0.4,%,8.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.048,2065,2097,NA,20001.048,,,6.2,deltaC,4.9,deltaC,5.3,deltaC,4.3,deltaC,,,,,,,,,,,,,,,,,,22.4,%,17.1,%,11.4,%,2.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.049,2065,2097,NA,20001.049,,,5.3,deltaC,4,deltaC,2.9,deltaC,3.2,deltaC,,,,,,,,,,,,,,,,,,15.4,%,14.5,%,5.2,%,19.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.05,2065,2097,NA,20001.05,,,6.3,deltaC,4.2,deltaC,3.4,deltaC,3.9,deltaC,,,,,,,,,,,,,,,,,,15,%,11.5,%,1.7,%,4.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.051,2065,2097,NA,20001.051,,,5.8,deltaC,2.4,deltaC,2.8,deltaC,3,deltaC,,,,,,,,,,,,,,,,,,9.8,%,2.8,%,1,%,0.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.052,2065,2097,NA,20001.052,,,6.8,deltaC,4.2,deltaC,4,deltaC,4.3,deltaC,,,,,,,,,,,,,,,,,,28.9,%,23.5,%,-1.3,%,12.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.053,2065,2097,NA,20001.053,,,6,deltaC,2.1,deltaC,3.5,deltaC,3.6,deltaC,,,,,,,,,,,,,,,,,,6.2,%,13.7,%,-2.4,%,3.4,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.054,2065,2097,NA,20001.054,,,6,deltaC,3.1,deltaC,3.6,deltaC,3.7,deltaC,,,,,,,,,,,,,,,,,,15.7,%,4.6,%,-5.8,%,-1.5,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.055,2065,2097,NA,20001.055,,,8.8,deltaC,6.6,deltaC,5.4,deltaC,4.8,deltaC,,,,,,,,,,,,,,,,,,-1.4,%,18.2,%,-1.8,%,5.6,%
"Zhao, 2015",200,St. Lawrence,20001,20001,200.056,2065,2097,NA,20001.056,,,8.2,deltaC,5.1,deltaC,3.8,deltaC,5.1,deltaC,,,,,,,,,,,,,,,,,,8.4,%,0.1,%,10,%,-1,%
