,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,MedDlyFlo,MedDlyFlo_un,AnnSflo,AnnSflo_un,MedAnnSflo,MedAnnSflo_un,MeanFlo,MeanFlo_un,MedIMSOvMeanFlo,MedIMSOvMeanFlo_un,MedOvMeanFlo,MedOvMeanFlo_un,WaterYield,WaterYieldunit,Runoff,Runoff_un,AnnRunVol,AnnRunVol_un,MedRunoff,MedRunoff_un,MeanDlyDisch,MeanDlyDisch_un,SWE,SWE_un,Evap,Evap_un,ET,ET_un,AET,AET_un,DpAqRech,DpAqRech_un,Infilt,Infilt_un,Rech,Rech_un,Perc,Perc_un,SoilWat,SoilWat_un,MaxFlo,MaxFlo_un,HighFlo,HighFlo_un,PkDlyRunoff,PkDlyRunoff_un,AnnPkRunoff,AnnPkRunoff_un,MeanAnnMaxFlo,MeanAnnMaxFlo_un,PkFlo,PkFlo_un,MeanAnnFldPk,MeanAnnFldPk_un,Qhigh,Qhigh_un,Ann1dayMaxFlo,Ann1dayMaxFlo_un,PkSflo,PkSflo_un,HighFlow,HighFlow_un,Flood_flow,Flood_flow_un,Qp_mean,Qpmean_un,MinFlo,MinFlo_un,LowFlo,LowFlo_un,LF,LF_un,Ann1dayMinFlo,Ann1dayMinFlo_un,DateMaxFlo,DateMaxFlo_un,DatePkRunoff,DatePkRunoff_un,DateAnnMxFldPk,DateAnnMxFldPk_un,DatePkDisch,DatePkDisch_un,DayAnn1dayMaxFlo,DayAnn1dayMaxFlo_un,DatePkSflo,DatePkSflo_un,DateSprFld,DateSprFld_un,dp_mean,dpmean_un,DateMinFlo,DateMinFlo_un,DayAnn1dayMinFlo,DayAnn1dayMinFlo_un
"Bohrn, 2012",12,Nelson River,1201,120197,12.378,2070,2099,NA,,,353.12,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.19,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,264.17,m3/s,,,,,,,44371,date,,,,,,,,,,,,,,,44258,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.379,2070,2099,NA,,,204.61,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,158.75,m3/s,,,,,,,44369,date,,,,,,,,,,,,,,,44244,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.38,2070,2099,NA,,,257.48,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.93,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,199.42,m3/s,,,,,,,44369,date,,,,,,,,,,,,,,,44197,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.381,2070,2099,NA,,,339.56,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.52,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,242.68,m3/s,,,,,,,44385,date,,,,,,,,,,,,,,,44279,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.382,2070,2099,NA,,,233.93,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.42,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,173.39,m3/s,,,,,,,44370,date,,,,,,,,,,,,,,,44265,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.383,2070,2099,NA,,,337.74,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.22,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,253.64,m3/s,,,,,,,44373,date,,,,,,,,,,,,,,,44254,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.384,2070,2099,NA,,,197.61,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.06,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,158.32,m3/s,,,,,,,44350,date,,,,,,,,,,,,,,,44197,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.385,2070,2099,NA,,,263.75,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.95,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,203.37,m3/s,,,,,,,44370,date,,,,,,,,,,,,,,,44197,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.386,2070,2099,NA,,,221.4,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.51,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,163.66,m3/s,,,,,,,44372,date,,,,,,,,,,,,,,,44220,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.387,2070,2099,NA,,,234.65,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.8,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,135.63,m3/s,,,,,,,44365,date,,,,,,,,,,,,,,,44197,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.388,2070,2099,NA,,,206.26,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.33,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,132.53,m3/s,,,,,,,44373,date,,,,,,,,,,,,,,,44247,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.389,2070,2099,NA,,,287.26,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.76,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,196.56,m3/s,,,,,,,44369,date,,,,,,,,,,,,,,,44254,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.39,2070,2099,NA,,,288.16,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.55,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,204.18,m3/s,,,,,,,44376,date,,,,,,,,,,,,,,,44244,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.391,2070,2099,NA,,,311.42,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.37,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,228.07,m3/s,,,,,,,44378,date,,,,,,,,,,,,,,,44269,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.392,2070,2099,NA,,,277.36,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.51,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,217.1,m3/s,,,,,,,44368,date,,,,,,,,,,,,,,,44197,date,,
"Bohrn, 2012",12,Nelson River,1201,120197,12.393,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lapp et al., 2009",85,Nelson River,8502,8502,85.01,2040,2069,NA,,,-0.01,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lapp et al., 2009",85,Nelson River,8503,8503,85.01,2040,2069,NA,,,-7.6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lapp et al., 2009",85,Nelson River,8504,8504,85.01,2040,2069,NA,,,-12.6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lapp et al., 2009",85,Nelson River,8501,8501,85.01,2040,2069,NA,,,-8.5,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.01,1961,1990,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.02,2020s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.03,2050s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.04,2080s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.05,2025,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.06,2045,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.07,2060,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.08,2020s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.09,2040s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booth, 2011",13,Nelson River,1301,1301,13.1,2060s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yao et al., 2009",198,St. Lawrence,19801,19801,198.01,2050,2060,NA,,,,,,,,,,,,,,,-11.8,%,,,,,,,,,18.3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yao et al., 2009",198,St. Lawrence,19802,19802,198.01,2050,2060,NA,,,,,,,,,,,,,,,,,,,,,,,,,20,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.01,2010,2039,NA,,,,,,,,,,,,,,,-5,%,,,,,,,-22,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.02,2040,2069,NA,,,,,,,,,,,,,,,0,%,,,,,,,-23,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.03,2070,2098,NA,,,,,,,,,,,,,,,-3,%,,,,,,,-39,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.04,2040,2060,NA,,,,,,,,,,,,,,,-10,%,,,,,,,-32,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.01,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,-36,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.02,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,-45,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.03,2070,2098,NA,,,,,,,,,,,,,,,,,,,,,,,-63,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.04,2040,2060,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16601,16601,166.01,2000,2099,16601,,,6410.8,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14594.3,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,3102.9,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16601,16601,166.02,2000,2099,NA,,,6279.5,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13158.1,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,2380.8,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,,,91580.9,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134739.5,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,57118.8,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,,,96674.5,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180947,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,56274.6,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,,,109894.5,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161659.7,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,68452.2,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,,,116005.8,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217091.5,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,67502.8,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehdi, 2014",105,St. Lawrence,10501,10501,105.01,1971,2000,10501,,,10.6,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehdi, 2014",105,St. Lawrence,10501,10501,105.02,2041,2070,NA,,,11.1,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehdi, 2014",105,St. Lawrence,10501,10501,105.03,2041,2070,NA,,,11.7,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehdi, 2014",105,St. Lawrence,10501,10501,105.04,2041,2070,NA,,,11.5,m3/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saha et al., 2017",143,Great Slave Lake,14301,14301,143.01,2020,2040,NA,,,10.9,%,,,,,,,,,,,40.3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saha et al., 2017",143,Great Slave Lake,14301,14301,143.02,2020,2040,NA,,,7.9,%,,,,,,,,,,,30.5,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saleem, 2018",144,St. Lawrence,14402,14402,144.01,2040,2059,NA,,,-2.86,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saleem, 2018",144,St. Lawrence,14401,14401,144.01,2040,2059,NA,,,-4.33,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahat & Anderson, 2013",100,Nelson River,10001,10001,100.01,2041,2070,2070,,,-6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahat & Anderson, 2013",100,Nelson River,10001,10001,100.02,2071,2100,2100,,,9,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dardashti, 2010",34,St. Lawrence,3401,3401,34.01,2011,2100,NA,,,31.4,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dardashti, 2010",34,St. Lawrence,3401,3401,34.02,1990 (hist),NA,3401,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dardashti, 2010",34,St. Lawrence,3401,3401,34.03,2050,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dardashti, 2010",34,St. Lawrence,3401,3401,34.04,2100,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booty et al., 2005",14,St. Lawrence,1401,1401,14.01,2080s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booty et al., 2005",14,St. Lawrence,1401,1401,14.02,2080s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booty et al., 2005",14,St. Lawrence,1401,1401,14.03,2080s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Booty et al., 2005",14,St. Lawrence,1401,1401,14.04,2080s,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.9,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6901,6901,69.01,2010,2039,NA,,,,,,,,,,,,,,,-3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6902,6902,69.01,2010,2039,NA,,,,,,,,,,,,,,,-5,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6903,6903,69.01,2010,2039,NA,,,,,,,,,,,,,,,-6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6904,6904,69.01,2010,2039,NA,,,,,,,,,,,,,,,-6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6905,6905,69.01,2010,2039,NA,,,,,,,,,,,,,,,-8,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6906,6906,69.01,2010,2039,NA,,,,,,,,,,,,,,,-12,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6907,6907,69.01,2010,2039,NA,,,,,,,,,,,,,,,-12,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6908,6908,69.01,2010,2039,NA,,,,,,,,,,,,,,,-14,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6909,6909,69.01,2010,2039,NA,,,,,,,,,,,,,,,-7,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6910,6910,69.01,2010,2039,NA,,,,,,,,,,,,,,,-5,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6911,6911,69.01,2010,2039,NA,,,,,,,,,,,,,,,-5,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6912,6912,69.01,2010,2039,NA,,,,,,,,,,,,,,,-11,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6913,6913,69.01,2010,2039,NA,,,,,,,,,,,,,,,-6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6914,6914,69.01,2010,2039,NA,,,,,,,,,,,,,,,-4,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6915,6915,69.01,2010,2039,NA,,,,,,,,,,,,,,,-3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6916,6916,69.01,2010,2039,NA,,,,,,,,,,,,,,,-7,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6917,6917,69.01,2010,2039,NA,,,,,,,,,,,,,,,-7,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6918,6918,69.01,2010,2039,NA,,,,,,,,,,,,,,,-5,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6919,6919,69.01,2010,2039,NA,,,,,,,,,,,,,,,-7,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6920,6920,69.01,2010,2039,NA,,,,,,,,,,,,,,,-4,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6921,6921,69.01,2010,2039,NA,,,,,,,,,,,,,,,-6,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6901,6901,69.02,2040,2069,NA,,,,,,,,,,,,,,,2,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6902,6902,69.02,2040,2069,NA,,,,,,,,,,,,,,,0,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6903,6903,69.02,2040,2069,NA,,,,,,,,,,,,,,,-3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6904,6904,69.02,2040,2069,NA,,,,,,,,,,,,,,,-3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6905,6905,69.02,2040,2069,NA,,,,,,,,,,,,,,,-4,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6906,6906,69.02,2040,2069,NA,,,,,,,,,,,,,,,-12,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islam & Gan, 2014",69,Nelson River,6907,6907,69.02,2040,2069,NA,,,,,,,,,,,,,,,-13,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
