,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,MedDlyFlo,MedDlyFlo_un,AnnSflo,AnnSflo_un,MedAnnSflo,MedAnnSflo_un,MeanFlo,MeanFlo_un,MedIMSOvMeanFlo,MedIMSOvMeanFlo_un,MedOvMeanFlo,MedOvMeanFlo_un,WaterYield,WaterYieldunit,Runoff,Runoff_un,AnnRunVol,AnnRunVol_un,MedRunoff,MedRunoff_un,MeanDlyDisch,MeanDlyDisch_un,SWE,SWE_un,Evap,Evap_un,ET,ET_un,AET,AET_un,DpAqRech,DpAqRech_un,Infilt,Infilt_un,Rech,Rech_un,Perc,Perc_un,SoilWat,SoilWat_un,MaxFlo,MaxFlo_un,HighFlo,HighFlo_un,PkDlyRunoff,PkDlyRunoff_un,AnnPkRunoff,AnnPkRunoff_un,MeanAnnMaxFlo,MeanAnnMaxFlo_un,PkFlo,PkFlo_un,MeanAnnFldPk,MeanAnnFldPk_un,Qhigh,Qhigh_un,Ann1dayMaxFlo,Ann1dayMaxFlo_un,PkSflo,PkSflo_un,HighFlow,HighFlow_un,Flood_flow,Flood_flow_un,Qp_mean,Qpmean_un,MinFlo,MinFlo_un,LowFlo,LowFlo_un,LF,LF_un,Ann1dayMinFlo,Ann1dayMinFlo_un,DateMaxFlo,DateMaxFlo_un,DatePkRunoff,DatePkRunoff_un,DateAnnMxFldPk,DateAnnMxFldPk_un,DatePkDisch,DatePkDisch_un,DayAnn1dayMaxFlo,DayAnn1dayMaxFlo_un,DatePkSflo,DatePkSflo_un,DateSprFld,DateSprFld_un,dp_mean,dpmean_un,DateMinFlo,DateMinFlo_un,DayAnn1dayMinFlo,DayAnn1dayMinFlo_un
"Merritt et al., 2006",106,Pacific,10601,10601,106.16,2070,2099,NA,,,2.14,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.17,2010,2039,NA,,,3.78,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.18,2040,2069,NA,,,3.15,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.19,2070,2099,NA,,,2.81,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.01,1961,1990,10602,,,0.95,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.02,2010,2039,NA,,,1.03,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.03,2040,2069,NA,,,0.78,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.04,2070,2099,NA,,,0.73,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.05,2010,2039,NA,,,0.98,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.06,2040,2069,NA,,,0.88,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.07,2070,2099,NA,,,0.78,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.08,2010,2039,NA,,,0.94,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.09,2040,2069,NA,,,0.92,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.1,2070,2099,NA,,,0.75,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.11,2010,2039,NA,,,0.86,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.12,2040,2069,NA,,,0.79,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.13,2070,2099,NA,,,0.76,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.14,2010,2039,NA,,,0.89,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.15,2040,2069,NA,,,0.76,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.16,2070,2099,NA,,,0.71,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.17,2010,2039,NA,,,0.92,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.18,2040,2069,NA,,,0.82,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.19,2070,2099,NA,,,0.78,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.01,1961,1990,10603,,,0.49,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.02,2010,2039,NA,,,0.53,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.03,2040,2069,NA,,,0.42,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.04,2070,2099,NA,,,0.4,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.05,2010,2039,NA,,,0.51,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.06,2040,2069,NA,,,0.46,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.07,2070,2099,NA,,,0.38,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.08,2010,2039,NA,,,0.48,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.09,2040,2069,NA,,,0.47,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.1,2070,2099,NA,,,0.4,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.11,2010,2039,NA,,,0.51,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.12,2040,2069,NA,,,0.42,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.13,2070,2099,NA,,,0.39,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.14,2010,2039,NA,,,0.47,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.15,2040,2069,NA,,,0.39,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.16,2070,2099,NA,,,0.37,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.17,2010,2039,NA,,,0.48,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.18,2040,2069,NA,,,0.43,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.19,2070,2099,NA,,,0.4,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.01,1961,1990,10604,,,0.39,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.02,2010,2039,NA,,,0.44,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.03,2040,2069,NA,,,0.36,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.04,2070,2099,NA,,,0.32,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.05,2010,2039,NA,,,0.42,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.06,2040,2069,NA,,,0.39,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.07,2070,2099,NA,,,0.35,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.08,2010,2039,NA,,,0.38,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.09,2040,2069,NA,,,0.38,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.1,2070,2099,NA,,,0.31,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.11,2010,2039,NA,,,0.36,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.12,2040,2069,NA,,,0.33,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.13,2070,2099,NA,,,0.31,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.14,2010,2039,NA,,,0.37,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.15,2040,2069,NA,,,0.31,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.16,2070,2099,NA,,,0.3,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.17,2010,2039,NA,,,0.38,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.18,2040,2069,NA,,,0.34,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.19,2070,2099,NA,,,0.38,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.01,1961,1990,10605,,,2.81,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.02,2010,2039,NA,,,2.88,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.03,2040,2069,NA,,,2.13,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.04,2070,2099,NA,,,1.94,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.05,2010,2039,NA,,,2.63,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.06,2040,2069,NA,,,2.37,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.07,2070,2099,NA,,,2.13,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.08,2010,2039,NA,,,2.66,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.09,2040,2069,NA,,,2.55,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.1,2070,2099,NA,,,2.05,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.11,2010,2039,NA,,,2.48,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.12,2040,2069,NA,,,2.43,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.13,2070,2099,NA,,,2.03,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.14,2010,2039,NA,,,2.5,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.15,2040,2069,NA,,,2.12,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.16,2070,2099,NA,,,1.88,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.17,2010,2039,NA,,,2.6,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.18,2040,2069,NA,,,2.4,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.19,2070,2099,NA,,,2.11,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.01,1961,1990,10606,,,2.75,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.02,2010,2039,NA,,,2.96,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.03,2040,2069,NA,,,2.46,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.04,2070,2099,NA,,,2.43,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.05,2010,2039,NA,,,2.8,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.06,2040,2069,NA,,,2.64,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.07,2070,2099,NA,,,2.45,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,days change,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.08,2010,2039,NA,,,2.75,10^6xm^3/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,days change,,,,,,,,,,,,,,,,,,
