,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_annual_IMS_min,tas_annual_IMS_min_un,tas_annual_IMS_max,tas_annual_IMS_max_un,tmax_ann_IMS_min,tmax_ann_IMS_min_un,tmax_ann_IMS_max,tmax_ann_max_IMS_un,tmin_ann_IMS_min,tmin_ann_IMS_min_un,tmin_ann_IMS_max,tmin_ann_IMS_max_un,pr_annual_IMS_min,pr_annual_IMS_min_un,pr_annual_IMS_max,pr_annual_IMS_max_un
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.21,2041,2050,NA,12301.21,,,,,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.24,2041,2050,NA,12301.24,,,,,,,0.7,deltaC,1.8,deltaC,1.3,deltaC,3.5,deltaC,-1,%,11,%
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.25,2041,2050,NA,12301.25,,,,,,,,,,,,,,,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.3,2041,2050,NA,12301.3,,,,,,,0.9,deltaC,2,deltaC,0.8,deltaC,3.3,deltaC,1,%,6,%
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.36,2041,2050,NA,12301.36,,,,,,,1.3,deltaC,3.5,deltaC,1.3,deltaC,3.6,deltaC,0,%,22,%
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.42,2051,2060,NA,12301.42,,,,,,,1.3,deltaC,2.8,deltaC,1.1,deltaC,2.7,deltaC,,,,
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.48,2051,2060,NA,12301.48,,,,,,,1.8,deltaC,3.2,deltaC,2.1,deltaC,3.5,deltaC,0,%,16,%
"Perez-Valdivia, 2016",123,Nelson River,12301,12301,123.54,2051,2060,NA,12301.54,,,,,,,1.3,deltaC,4.5,deltaC,1.9,deltaC,4.6,deltaC,1,%,28,%
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.01,1971,2000,13801,13801.01,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.02,2041,2070,NA,13801.02,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.03,2041,2070,NA,13801.03,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.04,2041,2070,NA,13801.04,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.05,2041,2070,NA,13801.05,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.06,2041,2070,NA,13801.06,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.07,2041,2070,NA,13801.07,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.01,2046,2065,NA,17201.01,Hamilton Airport,Take average of two climate stations for each hvar location.,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.02,2046,2065,NA,17201.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.01,2046,2065,NA,17201.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.02,2046,2065,NA,17201.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.01,2046,2065,NA,17202.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.02,2046,2065,NA,17202.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.01,2046,2065,NA,17202.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.02,2046,2065,NA,17202.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.01,2046,2065,NA,17203.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.02,2046,2065,NA,17203.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.01,2046,2065,NA,17203.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.02,2046,2065,NA,17203.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.01,2046,2065,NA,17204.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.02,2046,2065,NA,17204.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.01,2046,2065,NA,17204.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.02,2046,2065,NA,17204.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.01,2046,2065,NA,17205.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.02,2046,2065,NA,17205.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.01,2046,2065,NA,17205.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.02,2046,2065,NA,17205.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.01,2046,2065,NA,17206.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.02,2046,2065,NA,17206.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.01,2046,2065,NA,17206.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.02,2046,2065,NA,17206.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.01,2046,2065,NA,17207.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.02,2046,2065,NA,17207.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.01,2046,2065,NA,17207.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.02,2046,2065,NA,17207.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.01,2046,2065,NA,17101.01,Hamilton RBG,Take average of two climate stations for each hvar location.,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.04,2046,2065,NA,17101.04,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.05,2046,2065,NA,17101.05,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.02,2046,2065,NA,17101.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.03,2046,2065,NA,17101.03,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.01,2046,2065,NA,17101.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.04,2046,2065,NA,17101.04,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.05,2046,2065,NA,17101.05,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.02,2046,2065,NA,17101.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.03,2046,2065,NA,17101.03,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.01,2046,2065,NA,17102.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.04,2046,2065,NA,17102.04,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.05,2046,2065,NA,17102.05,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.02,2046,2065,NA,17102.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.03,2046,2065,NA,17102.03,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.01,2046,2065,NA,17102.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.04,2046,2065,NA,17102.04,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.05,2046,2065,NA,17102.05,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.02,2046,2065,NA,17102.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.03,2046,2065,NA,17102.03,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.01,2046,2065,NA,17103.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.04,2046,2065,NA,17103.04,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.05,2046,2065,NA,17103.05,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.02,2046,2065,NA,17103.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.03,2046,2065,NA,17103.03,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.01,2046,2065,NA,17103.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.04,2046,2065,NA,17103.04,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.05,2046,2065,NA,17103.05,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.02,2046,2065,NA,17103.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.03,2046,2065,NA,17103.03,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.01,2046,2065,NA,17104.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.04,2046,2065,NA,17104.04,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.05,2046,2065,NA,17104.05,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.02,2046,2065,NA,17104.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.03,2046,2065,NA,17104.03,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.01,2046,2065,NA,17104.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.04,2046,2065,NA,17104.04,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.05,2046,2065,NA,17104.05,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.02,2046,2065,NA,17104.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.03,2046,2065,NA,17104.03,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.01,2046,2065,NA,17105.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.04,2046,2065,NA,17105.04,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.05,2046,2065,NA,17105.05,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.02,2046,2065,NA,17105.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.03,2046,2065,NA,17105.03,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.01,2046,2065,NA,17105.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.04,2046,2065,NA,17105.04,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.05,2046,2065,NA,17105.05,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.02,2046,2065,NA,17105.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.03,2046,2065,NA,17105.03,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.01,2046,2065,NA,17106.01,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.04,2046,2065,NA,17106.04,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.05,2046,2065,NA,17106.05,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.02,2046,2065,NA,17106.02,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.03,2046,2065,NA,17106.03,Hamilton RBG,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.01,2046,2065,NA,17106.01,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.04,2046,2065,NA,17106.04,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.05,2046,2065,NA,17106.05,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.02,2046,2065,NA,17106.02,Hamilton Airport,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.03,2046,2065,NA,17106.03,Hamilton Airport,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16601,16601,166.01,2000,2099,16601,16601.01,Assiniboine River,"Shellmouth dam (16601) - Assiniboine River
Ste. Agathe (16602) - upstream of floodway Red River (mid/down)
Floodway entrance (16603) - downstream Red River",,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16601,16601,166.02,2000,2099,NA,16601.02,Assiniboine River,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,16602.01,Red River Downstream,Average all Red River locations for each Red River hvar location.,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,16602.02,Red River Downstream,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,16602.01,Red River Middle Section,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,16602.02,Red River Middle Section,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.01,2000,2099,16602,16602.01,Red River Upstream ,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16602,16602,166.02,2000,2099,NA,16602.02,Red River Upstream ,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,16603.01,Red River Downstream,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,16603.02,Red River Downstream,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,16603.01,Red River Middle Section,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,16603.02,Red River Middle Section,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.01,2000,2099,16603,16603.01,Red River Upstream ,,,,,,,,,,,,,,,,,
"Simonovic & Li, 2004",166,Nelson River,16603,16603,166.02,2000,2099,NA,16603.02,Red River Upstream ,,,,,,,,,,,,,,,,,
"Scibek & Allen, 2006",153,Pacific,15301,15301,153.01,2010,2039,NA,15301.01,,,,,,,,,,,,,,,,,,
"Scibek & Allen, 2006",153,Pacific,15301,15301,153.02,2040,2069,NA,15301.02,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.01,2041,2070,NA,16501.01,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.02,2041,2070,NA,16501.02,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.03,2041,2070,NA,16501.03,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Great Slave Lake,16501,16501,165.04,2041,2070,NA,16501.04,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.01,2041,2070,NA,16502.01,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.02,2041,2070,NA,16502.02,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.03,2041,2070,NA,16502.03,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2011",165,Pacific,16502,16502,165.04,2041,2070,NA,16502.04,,,,,,,,,,,,,,,,,,
"Saha & Quinn, 2020",303,Great Slave Lake,30301,30301,303.01,2000,2012,30301,30301.01,,,,,,,,,,,,,,,,,,
"Saha & Quinn, 2021",303,Great Slave Lake,30301,30301,303.02,2021,2036,NA,30301.02,,,,,,,,,,,,,,,,,,
"Saha & Quinn, 2022",303,Great Slave Lake,30301,30301,303.03,2021,2036,NA,30301.03,,,,,,,,,,,,,,,,,,
"Saha & Quinn, 2020",303,Great Slave Lake,30302,30302,303.01,2000,2012,30302,30302.01,,"Cvar given for whole study area (repeated for 30301, 30302)",,,,,,,,,,,,,,,,
"Saha & Quinn, 2021",303,Great Slave Lake,30302,30302,303.02,2021,2036,NA,30302.02,,,,,,,,,,,,,,,,,,
"Saha & Quinn, 2022",303,Great Slave Lake,30302,30302,303.03,2021,2036,NA,30302.03,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305,1961,1990,30501,30501,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305.01,2010,2039,NA,30501.01,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305.02,2040,2069,NA,30501.02,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30501,30501,305.03,2070,2099,NA,30501.03,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305,1961,1990,30502,30502,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305.01,2010,2039,NA,30502.01,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305.02,2040,2069,NA,30502.02,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30502,30502,305.03,2070,2099,NA,30502.03,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305,1961,1990,30503,30503,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305.01,2010,2039,NA,30503.01,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305.02,2040,2069,NA,30503.02,,,,,,,,,,,,,,,,,,
"Minville et al., 2009",305,St. Lawrence,30503,30503,305.03,2070,2099,NA,30503.03,,,,,,,,,,,,,,,,,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306,1970,1999,30601,30601,,,,,,,,,,,,,,,,,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306.01,2070,2099,NA,30601.01,,,,,,,,,,,,,,,,,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306.02,2070,2099,NA,30601.02,,,,,,,,,,,,,,,,,,
"Lucas-Picher et al., 2021",306,St. Lawrence,30601,30601,306.03,2070,2099,NA,30601.03,,,,,,,,,,,,,,,,,,
"Brennan et al., 2018",308,St. Lawrence,30801,30801,308.01,2041,2080,NA,30801.01,,,,,,,,,,,,,,,,,,
"Brennan et al., 2018",308,St. Lawrence,30801,30801,308.02,2041,2080,NA,30801.02,,,,,,,,,,,,,,,,,,
"Foster & Allen, 2015",318,Pacific,31801,31801,318.01,2070,2099,NA,31801.01,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.01,2041,2070,NA,31701.01,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.02,2041,2070,NA,31701.02,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.03,2041,2070,NA,31701.03,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.04,2041,2070,NA,31701.04,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.05,2041,2070,NA,31701.05,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.06,2041,2070,NA,31701.06,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.07,2041,2070,NA,31701.07,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.08,2041,2070,NA,31701.08,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.09,2041,2070,NA,31701.09,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.1,2041,2070,NA,31701.1,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.11,2041,2070,NA,31701.11,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.12,2041,2070,NA,31701.12,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.13,2041,2070,NA,31701.13,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.14,2041,2070,NA,31701.14,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.15,2041,2070,NA,31701.15,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.16,2041,2070,NA,31701.16,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.17,2041,2070,NA,31701.17,,,,,,,,,,,,,,,,,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.18,2041,2070,NA,31701.18,,,,,,,,,,,,,,,,,,
