,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_annual,tas_annual_unit,tas_IMS_median,tas_IMS_median_un,tmax_annual,tmax_annual_un,tmin_annual,tmin_annual_un,pr_annual,pr_annual_unit,pr_IMS_median,pr_IMS_median_un
"Shrestha et al., 2012",163,Pacific,16314,16314,163.03,2050s,NA,NA,16314.03,,,,,2.2,deltaC,,,,,,,0,%
"Shrestha et al., 2014",164,Great Slave Lake,16401,16401,164.02,2041,2070,NA,16401.02,,,3,deltaC,,,,,,,20,%,,
"Shrestha et al., 2014",164,Great Slave Lake,16401,16401,164.03,2041,2070,NA,16401.03,,,,,,,,,,,,,,
"Stahl et al., 2008",167,Pacific,16701,1670199,167.01,1986,2004,1670199,16701.01,,,,,,,,,,,2095,mm,,
"Stahl et al., 2008",167,Pacific,16701,1670198,167.02,1986,2004,1670198,16701.02,,,,,,,,,,,2023,mm,,
"Stahl et al., 2008",167,Pacific,16701,1670199,167.03,2045,2055,NA,16701.03,,,0.8,deltaC,,,,,,,-21,deltaMM,,
"Stahl et al., 2008",167,Pacific,16701,1670198,167.04,2045,2055,NA,16701.04,,,0.9,deltaC,,,,,,,-44,deltaMM,,
"Stahl et al., 2008",167,Pacific,16701,1670199,167.05,2085,2095,NA,16701.05,,,1.2,deltaC,,,,,,,-16,deltaMM,,
"Stahl et al., 2008",167,Pacific,16701,1670198,167.06,2085,2095,NA,16701.06,,,2.4,deltaC,,,,,,,-3,deltaMM,,
"Sulis et al., 2012",169,St. Lawrence,16901,16901,169.01,2041,2065,NA,16901.01,,,,,,,,,,,,,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.01,1986,2000,17401,17401.01,,,4.2,C,,,,,,,1229.6,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.02,2053,2067,NA,17401.02,,,6.8,C,,,,,,,1407,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.03,2053,2067,NA,17401.03,,,6.8,C,,,,,,,1491.5,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.04,2053,2067,NA,17401.04,,,6.9,C,,,,,,,1561.2,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.05,2053,2067,NA,17401.05,,,6.7,C,,,,,,,1678.9,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.06,2053,2067,NA,17401.06,,,6.9,C,,,,,,,1524.2,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.07,2053,2067,NA,17401.07,,,6.4,C,,,,,,,1529.8,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.08,2053,2067,NA,17401.08,,,7,C,,,,,,,1452.8,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.09,2053,2067,NA,17401.09,,,6.8,C,,,,,,,1524,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.1,2053,2067,NA,17401.1,,,6.4,C,,,,,,,1424.7,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.11,2053,2067,NA,17401.11,,,6.6,C,,,,,,,1376.5,mm,,
"Tang, 2017",174,St. Lawrence,17401,17401,174.12,2053,2067,NA,17401.12,,,6.1,C,,,,,,,1513.5,mm,,
"Thorne, 2011",177,Arctic,17701,17701,177.01,Not clear,NA,NA,17701.01,,,,,,,,,,,18,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.02,Not clear,NA,NA,17701.02,,,,,,,,,,,8,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.03,Not clear,NA,NA,17701.03,,,,,,,,,,,10,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.04,Not clear,NA,NA,17701.04,,,,,,,,,,,6,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.05,Not clear,NA,NA,17701.05,,,,,,,,,,,13,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.06,Not clear,NA,NA,17701.06,,,,,,,,,,,12,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.07,Not clear,NA,NA,17701.07,,,,,,,,,,,6,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.08,Not clear,NA,NA,17701.08,,,,,,,,,,,5,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.09,Not clear,NA,NA,17701.09,,,,,,,,,,,10,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.1,Not clear,NA,NA,17701.1,,,,,,,,,,,15,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.11,Not clear,NA,NA,17701.11,,,,,,,,,,,21,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.12,Not clear,NA,NA,17701.12,,,,,,,,,,,26,%,,
"Thorne, 2011",177,Arctic,17701,17701,177.13,Not clear,NA,NA,17701.13,,,,,,,,,,,31,%,,
"Troin et al., 2018",182,St. Lawrence,18201,18201,182.01,2041,2060,NA,18201.01,,,3.2,deltaC,,,,,,,22,%,,
"Troin et al., 2018",182,Northern Québec and Labrador,18202,18202,182.01,2041,2060,NA,18202.01,,,3.4,deltaC,,,,,,,44,%,,
"Werner et al., 2013",192,Pacific,19201,19201,192,1961,1990,19201,19201,,Values repeated for all locations.,1.6,C,,,,,,,1033,mm,,
"Werner et al., 2013",192,Pacific,19201,19201,192.01,2071,2100,NA,19201.01,,,6,C,,,,,,,1187,mm,,
"Werner et al., 2013",192,Pacific,19201,19201,192.02,2071,2100,NA,19201.02,,,5.5,C,,,,,,,1161,mm,,
"Werner et al., 2013",192,Pacific,19201,19201,192.03,2071,2100,NA,19201.03,,,4.3,C,,,,,,,1141,mm,,
"Werner et al., 2013",192,Pacific,19202,19202,192,1961,1990,19202,19202,,,1.6,C,,,,,,,1033,mm,,
"Werner et al., 2013",192,Pacific,19202,19202,192.01,2071,2100,NA,19202.01,,,6,C,,,,,,,1187,mm,,
"Werner et al., 2013",192,Pacific,19202,19202,192.02,2071,2100,NA,19202.02,,,5.5,C,,,,,,,1161,mm,,
"Werner et al., 2013",192,Pacific,19202,19202,192.03,2071,2100,NA,19202.03,,,4.3,C,,,,,,,1141,mm,,
"Werner et al., 2013",192,Pacific,19203,19203,192,1961,1990,19203,19203,,,1.6,C,,,,,,,1033,mm,,
"Werner et al., 2013",192,Pacific,19203,19203,192.01,2071,2100,NA,19203.01,,,6,C,,,,,,,1187,mm,,
"Werner et al., 2013",192,Pacific,19203,19203,192.02,2071,2100,NA,19203.02,,,5.5,C,,,,,,,1161,mm,,
"Werner et al., 2013",192,Pacific,19203,19203,192.03,2071,2100,NA,19203.03,,,4.3,C,,,,,,,1141,mm,,
"Werner et al., 2013",192,Pacific,19204,19204,192,1961,1990,19204,19204,,,1.6,C,,,,,,,1033,mm,,
"Werner et al., 2013",192,Pacific,19204,19204,192.01,2071,2100,NA,19204.01,,,6,C,,,,,,,1187,mm,,
"Werner et al., 2013",192,Pacific,19204,19204,192.02,2071,2100,NA,19204.02,,,5.5,C,,,,,,,1161,mm,,
"Werner et al., 2013",192,Pacific,19204,19204,192.03,2071,2100,NA,19204.03,,,4.3,C,,,,,,,1141,mm,,
"Yao et al., 2009",198,St. Lawrence,19801,19801,198.01,2050,2060,NA,19801.01,,Values repeated for all locations.,,,,,,,,,,,,
"Yao et al., 2009",198,St. Lawrence,19802,19802,198.01,2050,2060,NA,19802.01,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.01,2043,2053,NA,19901.01,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.02,2043,2053,NA,19901.02,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.03,2083,2093,NA,19901.03,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19901,19901,199.04,2083,2093,NA,19901.04,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.01,2043,2053,NA,19902.01,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.02,2043,2053,NA,19902.02,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.03,2083,2093,NA,19902.03,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19902,19902,199.04,2083,2093,NA,19902.04,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.01,2043,2053,NA,19903.01,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.02,2043,2053,NA,19903.02,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.03,2083,2093,NA,19903.03,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19903,19903,199.04,2083,2093,NA,19903.04,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.01,2043,2053,NA,19904.01,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.02,2043,2053,NA,19904.02,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.03,2083,2093,NA,19904.03,,,,,,,,,,,,,,
"Zhang et al., 2018",199,St. Lawrence,19904,19904,199.04,2083,2093,NA,19904.04,,,,,,,,,,,,,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.001,2065,2097,NA,20001.001,,Different methods represent different models (30/hmod); cvar repeated for each hmod,2.2,deltaC,,,,,,,3.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.002,2065,2097,NA,20001.002,,,3,deltaC,,,,,,,11.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.003,2065,2097,NA,20001.003,,,2.2,deltaC,,,,,,,2.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.004,2065,2097,NA,20001.004,,,2.7,deltaC,,,,,,,-1.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.005,2065,2097,NA,20001.005,,,4.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.006,2065,2097,NA,20001.006,,,3.7,deltaC,,,,,,,1.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.007,2065,2097,NA,20001.007,,,5.1,deltaC,,,,,,,6.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.008,2065,2097,NA,20001.008,,,4.1,deltaC,,,,,,,13.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.009,2065,2097,NA,20001.009,,,3.1,deltaC,,,,,,,12.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.01,2065,2097,NA,20001.01,,,3.4,deltaC,,,,,,,6.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.011,2065,2097,NA,20001.011,,,2.9,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.012,2065,2097,NA,20001.012,,,4,deltaC,,,,,,,14,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.013,2065,2097,NA,20001.013,,,3.1,deltaC,,,,,,,3.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.014,2065,2097,NA,20001.014,,,3.5,deltaC,,,,,,,0.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.015,2065,2097,NA,20001.015,,,5.6,deltaC,,,,,,,4.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.016,2065,2097,NA,20001.016,,,4.7,deltaC,,,,,,,2.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.017,2065,2097,NA,20001.017,,,6.3,deltaC,,,,,,,6.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.018,2065,2097,NA,20001.018,,,5.2,deltaC,,,,,,,13.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.019,2065,2097,NA,20001.019,,,3.9,deltaC,,,,,,,13.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.02,2065,2097,NA,20001.02,,,4.4,deltaC,,,,,,,8.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.021,2065,2097,NA,20001.021,,,3.5,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.022,2065,2097,NA,20001.022,,,4.8,deltaC,,,,,,,15.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.023,2065,2097,NA,20001.023,,,3.8,deltaC,,,,,,,5.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.024,2065,2097,NA,20001.024,,,4.1,deltaC,,,,,,,3.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.025,2065,2097,NA,20001.025,,,6.4,deltaC,,,,,,,5.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.026,2065,2097,NA,20001.026,,,5.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.027,2065,2097,NA,20001.027,,,7.2,deltaC,,,,,,,6.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.028,2065,2097,NA,20001.028,,,6,deltaC,,,,,,,13.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.029,2065,2097,NA,20001.029,,,4.5,deltaC,,,,,,,14.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.03,2065,2097,NA,20001.03,,,5.3,deltaC,,,,,,,9.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.031,2065,2097,NA,20001.031,,,2.2,deltaC,,,,,,,3.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.032,2065,2097,NA,20001.032,,,3,deltaC,,,,,,,11.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.033,2065,2097,NA,20001.033,,,2.2,deltaC,,,,,,,2.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.034,2065,2097,NA,20001.034,,,2.7,deltaC,,,,,,,-1.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.035,2065,2097,NA,20001.035,,,4.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.036,2065,2097,NA,20001.036,,,3.7,deltaC,,,,,,,1.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.037,2065,2097,NA,20001.037,,,5.1,deltaC,,,,,,,6.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.038,2065,2097,NA,20001.038,,,4.1,deltaC,,,,,,,13.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.039,2065,2097,NA,20001.039,,,3.1,deltaC,,,,,,,12.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.04,2065,2097,NA,20001.04,,,3.4,deltaC,,,,,,,6.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.041,2065,2097,NA,20001.041,,,2.9,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.042,2065,2097,NA,20001.042,,,4,deltaC,,,,,,,14,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.043,2065,2097,NA,20001.043,,,3.1,deltaC,,,,,,,3.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.044,2065,2097,NA,20001.044,,,3.5,deltaC,,,,,,,0.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.045,2065,2097,NA,20001.045,,,5.6,deltaC,,,,,,,4.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.046,2065,2097,NA,20001.046,,,4.7,deltaC,,,,,,,2.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.047,2065,2097,NA,20001.047,,,6.3,deltaC,,,,,,,6.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.048,2065,2097,NA,20001.048,,,5.2,deltaC,,,,,,,13.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.049,2065,2097,NA,20001.049,,,3.9,deltaC,,,,,,,13.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.05,2065,2097,NA,20001.05,,,4.4,deltaC,,,,,,,8.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.051,2065,2097,NA,20001.051,,,3.5,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.052,2065,2097,NA,20001.052,,,4.8,deltaC,,,,,,,15.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.053,2065,2097,NA,20001.053,,,3.8,deltaC,,,,,,,5.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.054,2065,2097,NA,20001.054,,,4.1,deltaC,,,,,,,3.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.055,2065,2097,NA,20001.055,,,6.4,deltaC,,,,,,,5.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.056,2065,2097,NA,20001.056,,,5.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.057,2065,2097,NA,20001.057,,,7.2,deltaC,,,,,,,6.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.058,2065,2097,NA,20001.058,,,6,deltaC,,,,,,,13.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.059,2065,2097,NA,20001.059,,,4.5,deltaC,,,,,,,14.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.06,2065,2097,NA,20001.06,,,5.3,deltaC,,,,,,,9.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.061,2065,2097,NA,20001.061,,,2.2,deltaC,,,,,,,3.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.062,2065,2097,NA,20001.062,,,3,deltaC,,,,,,,11.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.063,2065,2097,NA,20001.063,,,2.2,deltaC,,,,,,,2.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.064,2065,2097,NA,20001.064,,,2.7,deltaC,,,,,,,-1.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.065,2065,2097,NA,20001.065,,,4.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.066,2065,2097,NA,20001.066,,,3.7,deltaC,,,,,,,1.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.067,2065,2097,NA,20001.067,,,5.1,deltaC,,,,,,,6.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.068,2065,2097,NA,20001.068,,,4.1,deltaC,,,,,,,13.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.069,2065,2097,NA,20001.069,,,3.1,deltaC,,,,,,,12.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.07,2065,2097,NA,20001.07,,,3.4,deltaC,,,,,,,6.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.071,2065,2097,NA,20001.071,,,2.9,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.072,2065,2097,NA,20001.072,,,4,deltaC,,,,,,,14,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.073,2065,2097,NA,20001.073,,,3.1,deltaC,,,,,,,3.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.074,2065,2097,NA,20001.074,,,3.5,deltaC,,,,,,,0.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.075,2065,2097,NA,20001.075,,,5.6,deltaC,,,,,,,4.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.076,2065,2097,NA,20001.076,,,4.7,deltaC,,,,,,,2.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.077,2065,2097,NA,20001.077,,,6.3,deltaC,,,,,,,6.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.078,2065,2097,NA,20001.078,,,5.2,deltaC,,,,,,,13.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.079,2065,2097,NA,20001.079,,,3.9,deltaC,,,,,,,13.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.08,2065,2097,NA,20001.08,,,4.4,deltaC,,,,,,,8.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.081,2065,2097,NA,20001.081,,,3.5,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.082,2065,2097,NA,20001.082,,,4.8,deltaC,,,,,,,15.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.083,2065,2097,NA,20001.083,,,3.8,deltaC,,,,,,,5.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.084,2065,2097,NA,20001.084,,,4.1,deltaC,,,,,,,3.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.085,2065,2097,NA,20001.085,,,6.4,deltaC,,,,,,,5.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.086,2065,2097,NA,20001.086,,,5.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.087,2065,2097,NA,20001.087,,,7.2,deltaC,,,,,,,6.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.088,2065,2097,NA,20001.088,,,6,deltaC,,,,,,,13.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.089,2065,2097,NA,20001.089,,,4.5,deltaC,,,,,,,14.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.09,2065,2097,NA,20001.09,,,5.3,deltaC,,,,,,,9.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.091,2065,2097,NA,20001.091,,,2.2,deltaC,,,,,,,3.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.092,2065,2097,NA,20001.092,,,3,deltaC,,,,,,,11.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.093,2065,2097,NA,20001.093,,,2.2,deltaC,,,,,,,2.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.094,2065,2097,NA,20001.094,,,2.7,deltaC,,,,,,,-1.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.095,2065,2097,NA,20001.095,,,4.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.096,2065,2097,NA,20001.096,,,3.7,deltaC,,,,,,,1.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.097,2065,2097,NA,20001.097,,,5.1,deltaC,,,,,,,6.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.098,2065,2097,NA,20001.098,,,4.1,deltaC,,,,,,,13.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.099,2065,2097,NA,20001.099,,,3.1,deltaC,,,,,,,12.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.1,2065,2097,NA,20001.1,,,3.4,deltaC,,,,,,,6.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.101,2065,2097,NA,20001.101,,,2.9,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.102,2065,2097,NA,20001.102,,,4,deltaC,,,,,,,14,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.103,2065,2097,NA,20001.103,,,3.1,deltaC,,,,,,,3.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.104,2065,2097,NA,20001.104,,,3.5,deltaC,,,,,,,0.6,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.105,2065,2097,NA,20001.105,,,5.6,deltaC,,,,,,,4.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.106,2065,2097,NA,20001.106,,,4.7,deltaC,,,,,,,2.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.107,2065,2097,NA,20001.107,,,6.3,deltaC,,,,,,,6.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.108,2065,2097,NA,20001.108,,,5.2,deltaC,,,,,,,13.3,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.109,2065,2097,NA,20001.109,,,3.9,deltaC,,,,,,,13.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.11,2065,2097,NA,20001.11,,,4.4,deltaC,,,,,,,8.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.111,2065,2097,NA,20001.111,,,3.5,deltaC,,,,,,,3.5,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.112,2065,2097,NA,20001.112,,,4.8,deltaC,,,,,,,15.9,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.113,2065,2097,NA,20001.113,,,3.8,deltaC,,,,,,,5.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.114,2065,2097,NA,20001.114,,,4.1,deltaC,,,,,,,3.2,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.115,2065,2097,NA,20001.115,,,6.4,deltaC,,,,,,,5.1,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.116,2065,2097,NA,20001.116,,,5.5,deltaC,,,,,,,4.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.117,2065,2097,NA,20001.117,,,7.2,deltaC,,,,,,,6.7,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.118,2065,2097,NA,20001.118,,,6,deltaC,,,,,,,13.4,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.119,2065,2097,NA,20001.119,,,4.5,deltaC,,,,,,,14.8,%,,
"Zhao, 2015",200,St. Lawrence,20001,20001,200.12,2065,2097,NA,20001.12,,,5.3,deltaC,,,,,,,9.4,%,,
"Croley, 2003",31,St. Lawrence,3101,3101,31.02,Not clear,NA,NA,3101.02,,,3,deltaC,,,,,,,1,%,,
"Croley, 2003",31,St. Lawrence,3101,3101,31.03,Not clear,NA,NA,3101.03,,,2.2,deltaC,,,,,,,6,%,,
"Croley, 2003",31,St. Lawrence,3101,3101,31.04,Not clear,NA,NA,3101.04,,,3.7,deltaC,,,,,,,8,%,,
"Croley, 2003",31,St. Lawrence,3101,3101,31.05,Not clear,NA,NA,3101.05,,,2.7,deltaC,,,,,,,9,%,,
"Croley, 2003",31,St. Lawrence,3102,3102,31.02,Not clear,NA,NA,3102.02,,,3.6,deltaC,,,,,,,0,%,,
"Croley, 2003",31,St. Lawrence,3102,3102,31.03,Not clear,NA,NA,3102.03,,,2.8,deltaC,,,,,,,-1,%,,
"Croley, 2003",31,St. Lawrence,3102,3102,31.04,Not clear,NA,NA,3102.04,,,3.9,deltaC,,,,,,,7,%,,
"Croley, 2003",31,St. Lawrence,3102,3102,31.05,Not clear,NA,NA,3102.05,,,2.9,deltaC,,,,,,,12,%,,
"Croley, 2003",31,St. Lawrence,3103,3103,31.02,Not clear,NA,NA,3103.02,,,3.6,deltaC,,,,,,,2,%,,
"Croley, 2003",31,St. Lawrence,3103,3103,31.03,Not clear,NA,NA,3103.03,,,2.8,deltaC,,,,,,,1,%,,
"Croley, 2003",31,St. Lawrence,3103,3103,31.04,Not clear,NA,NA,3103.04,,,4.1,deltaC,,,,,,,7,%,,
"Croley, 2003",31,St. Lawrence,3103,3103,31.05,Not clear,NA,NA,3103.05,,,3.1,deltaC,,,,,,,14,%,,
"Croley, 2003",31,St. Lawrence,3108,3108,31.02,Not clear,NA,NA,3108.02,,,3.4,deltaC,,,,,,,3,%,,
"Croley, 2003",31,St. Lawrence,3108,3108,31.03,Not clear,NA,NA,3108.03,,,2.4,deltaC,,,,,,,3,%,,
"Croley, 2003",31,St. Lawrence,3108,3108,31.04,Not clear,NA,NA,3108.04,,,4,deltaC,,,,,,,11,%,,
