,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,DJFSflo,DJFSflo_un,MAMSflo,MAMSflo_un,JJASflo,JJASflo_un,SONSflo,SONSflo_un,IMS_50_DJF_strflo,unit,IMS_50_MAM_strflo,unit,IMS_50_JJA_strflo,unit,IMS_50_SON_strflo,unit,MAM_water_supply,unit,JJA_water_supply,unit,DJFRunoff,DJFRunoff_un,MAMRunoff,MAMRunoff_un,JJARunoff,JJARunoff_un,SONRunoff,SONRunoff_un,Runoff_MAM_medflowyr,Runoff_MAM_medflowyr_un,DJFET,DJFET_un,MAMET,MAMET_un,JJAET,JJAET_un,SONET,SONET_un,DJFAET,DJFAET_un,MAMAET,MAMAET_un,JJAAET,JJAAET_un,SONAET,SONAET_un,SONRech,SONRech_un,DJFRech,DJFRech_un,MAMRech,MAMRech_un,JJARech,JJARech_un,DJFSoilWat,DJFSoilWat_un,MAMSoilWat,MAMSoilWat_un,JJASoilWat,JJASoilWat_un,SONSoilWat,SONSoilWat_un
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.29,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.3,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.31,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.32,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.33,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.34,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.35,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.36,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.37,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.38,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17502,17502,175.39,2070,2099,NA,,,,,-25,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.01,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.02,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.03,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.04,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.05,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.06,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.07,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.08,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.09,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.1,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.11,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.12,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.13,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.14,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.15,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.16,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.17,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.18,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.19,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.2,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.21,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.22,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.23,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.24,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.25,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.26,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.27,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.28,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.29,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.3,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.31,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.32,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.33,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.34,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.35,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.36,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.37,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.38,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanzeeba et al., 2012",175,Nelson River,17503,17503,175.39,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17201,17201,172.03,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17202,17202,172.03,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17203,17203,172.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17204,17204,172.03,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17205,17205,172.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17206,17206,172.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana & Coulibaly, 2011",172,St. Lawrence,17207,17207,172.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.04,2046,2065,NA,26.17,%,0.5,%,-4.74,%,35.22,%,,,,,,,,,,,,,,,,,,,,,,,26.5,%,7.4,%,-5.29,%,22.92,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.05,2046,2065,NA,33.16,%,-3.72,%,-7.75,%,14.23,%,,,,,,,,,,,,,,,,,,,,,,,33.5,%,4.85,%,-10.35,%,12.95,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.01,2046,2065,NA,5.34,%,42.63,%,-5.32,%,-11.08,%,,,,,,,,,,,,,,,,,,,,,,,-5.69,%,18.68,%,19.4,%,9.27,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.02,2046,2065,NA,-12.78,%,5.14,%,-0.27,%,-4.25,%,,,,,,,,,,,,,,,,,,,,,,,-3.94,%,-4.32,%,8.42,%,6.98,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17101,17101,171.03,2046,2065,NA,-36.42,%,26.72,%,-31.9,%,-30.5,%,,,,,,,,,,,,,,,,,,,,,,,-13.49,%,18.05,%,29.9,%,37.15,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.04,2046,2065,NA,33.95,%,-5.62,%,-3.25,%,45.76,%,,,,,,,,,,,,,,,,,,,,,,,16.7,%,-6.85,%,5.13,%,19.04,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.05,2046,2065,NA,43.25,%,-7.01,%,-10.55,%,23.78,%,,,,,,,,,,,,,,,,,,,,,,,22.52,%,-1.63,%,-5.15,%,14.97,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.01,2046,2065,NA,7.74,%,49.77,%,-8.23,%,-28.77,%,,,,,,,,,,,,,,,,,,,,,,,-4.61,%,18.05,%,2.44,%,-7.86,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.02,2046,2065,NA,-17.88,%,-0.99,%,-5.02,%,-8.22,%,,,,,,,,,,,,,,,,,,,,,,,0.77,%,-15.67,%,-13.75,%,-2.46,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17102,17102,171.03,2046,2065,NA,-54.02,%,33.94,%,-43.92,%,-58.84,%,,,,,,,,,,,,,,,,,,,,,,,-7,%,2.02,%,1.62,%,5.38,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.04,2046,2065,NA,33.05,%,-8.64,%,0.35,%,44.98,%,,,,,,,,,,,,,,,,,,,,,,,21.19,%,-2.02,%,-0.06,%,10.54,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.05,2046,2065,NA,43.17,%,-7.44,%,-7.69,%,28.17,%,,,,,,,,,,,,,,,,,,,,,,,26,%,0.84,%,-7.54,%,14.14,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.01,2046,2065,NA,6.41,%,49.13,%,-8.35,%,-30.76,%,,,,,,,,,,,,,,,,,,,,,,,-0.59,%,27.73,%,21.79,%,9.2,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.02,2046,2065,NA,-20.08,%,-4.53,%,-6.5,%,-11.23,%,,,,,,,,,,,,,,,,,,,,,,,-0.91,%,-10.96,%,-12.16,%,-6.04,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17103,17103,171.03,2046,2065,NA,-56.81,%,37.42,%,-42.65,%,-60.89,%,,,,,,,,,,,,,,,,,,,,,,,-35.05,%,25.13,%,33.99,%,36.02,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.04,2046,2065,NA,32.41,%,-24.56,%,28.08,%,44.89,%,,,,,,,,,,,,,,,,,,,,,,,19.01,%,0.6,%,-3.37,%,14.81,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.05,2046,2065,NA,48.93,%,-8.31,%,15.69,%,53.21,%,,,,,,,,,,,,,,,,,,,,,,,24.56,%,3.63,%,-9.91,%,14.58,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.01,2046,2065,NA,1.15,%,46.13,%,-4.69,%,-42.88,%,,,,,,,,,,,,,,,,,,,,,,,-3.6,%,9.75,%,17.52,%,-5.13,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.02,2046,2065,NA,-32.44,%,-24.25,%,-12.02,%,-27.47,%,,,,,,,,,,,,,,,,,,,,,,,0.42,%,-6.61,%,-17.25,%,-7.67,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17104,17104,171.03,2046,2065,NA,-72.97,%,54.4,%,-32.7,%,-74.34,%,,,,,,,,,,,,,,,,,,,,,,,-17.07,%,15.13,%,9.36,%,14.21,%,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.04,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.05,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17105,17105,171.03,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.04,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.05,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.01,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.02,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultana, 2009",171,St. Lawrence,17106,17106,171.03,2046,2065,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison et al., 2002",110,Pacific,11001,11001,110.01,2010,2039,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison et al., 2002",110,Pacific,11001,11001,110.02,2040,2069,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison et al., 2002",110,Pacific,11001,11001,110.03,2070,2099,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.01,1971,2000,13801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.03,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.04,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.05,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.06,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2014",138,Maritime Provinces,13801,13801,138.07,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13301,13301,133.01,1971,2000,13301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13301,13301,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13302,13302,133.01,1971,2000,13302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13302,13302,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13303,13303,133.01,1971,2000,13303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13303,13303,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13304,13304,133.01,1971,2000,13304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13304,13304,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13305,13305,133.01,1971,2000,13305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13305,13305,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13306,13306,133.01,1971,2000,13306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13306,13306,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13307,13307,133.01,1971,2000,13307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13307,13307,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13308,13308,133.01,1971,2000,13308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13308,13308,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13309,13309,133.01,1971,2000,13309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13309,13309,133.02,2041,2070,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
